game,console,Publisher,Release Year,Release Month,Release Day,Total Shipped,NA Sales,PAL Sales,Japan Sales,Other Sales,NS,PS4,XBOX ONE,PC,Genre(s),VGChartz Score,Metacritic(Critic),Metacritic(User),4Players,Destructoid,Edge,EGM,Game Informer,GameRevolution,GameSpot,GamesRadar+,IGN,Famitsu,Famitsu*5/2,Introduction
Final Fantasy XV,PS4,Square Enix,2016,11,29,5070000,1810000,1530000,1050000,680000,0,1,1,0,"Action RPG, Role-Playing, Action RPG",95,81,76,83,90,N/A,75,85,80,80,90,82,38,95,"Final Fantasy XV is an action role-playing game developed and published by Square Enix. The fifteenth main installment of the Final Fantasy series, it was released for the PlayStation 4 and Xbox One in 2016, Microsoft Windows in 2018, and Stadia as a launch title in 2019. The game features an open world environment and action-based battle system, incorporating quick-switching weapons, elemental magic, and other features such as vehicle travel and camping. The base campaign was later expanded with downloadable content (DLC), adding further gameplay options such as additional playable characters and multiplayer."
Final Fantasy VII Remake,PS4,Square Enix,2020,4,10,5000000,N/A,N/A,N/A,N/A,0,1,0,0,"Japanese-Style, Role-Playing, Action RPG",90,87,81,82,90,N/A,60,87.5,100,100,90,80,39,97.5,"Final Fantasy VII Remake is a 2020 action role-playing game developed and published by Square Enix. It is the first in a planned series of games remaking the 1997 PlayStation game Final Fantasy VII. Set in the dystopian cyberpunk metropolis of Midgar, players control mercenary Cloud Strife. He joins AVALANCHE, an eco-terrorist group trying to stop the powerful megacorporation Shinra from using the planet's life essence as an energy source. The gameplay combines real-time action with strategic and role-playing elements."
Crash Bandicoot N. Sane Trilogy,PS4,Activision,2017,6,30,4830000,1090000,2920000,70000,740000,1,1,1,1,"Miscellaneous, Compilation",N/A,80,84,N/A,85,N/A,80,80,90,60,70,85,N/A,#VALUE!,"Crash Bandicoot N. Sane Trilogy is a 2017 platform game developed by Vicarious Visions and published by Activision. It is a compilation of remasters of the first three games in the Crash Bandicoot series: Crash Bandicoot (1996), Cortex Strikes Back (1997), and Warped (1998); which were originally developed by Naughty Dog for the PlayStation. "
Overwatch,PS4,Blizzard Entertainment	,2016,5,24,4540000,1840000,1800000,170000,730000,1,1,1,1,"Action, Shooter, First-Person, Tactical",88,90,64,85,100,N/A,90,100,90,90,90,94,N/A,#VALUE!,"Overwatch is a 2016 team-based multiplayer first-person shooter developed and published by Blizzard Entertainment. Described as a ""hero shooter"", Overwatch assigns players into two teams of six, with each player selecting from a large roster of characters, known as ""heroes"", with unique abilities. Teams work to complete map-specific objectives within a limited period of time. It was released for PlayStation 4, Xbox One, and Windows in May 2016 and Nintendo Switch in October 2019. "
Star Wars Battlefront II (2017),PS4,Electronic Arts	,2017,11,17,4530000,1700000,1990000,120000,730000,0,1,1,1,"Action, Shooter, First-Person, Tactical",N/A,68,15,59,50,40,70,65,50,60,80,88,N/A,#VALUE!,"Star Wars Battlefront II is an action shooter video game based on the Star Wars franchise. It is the fourth main installment of the Star Wars: Battlefront series, and a sequel to the 2015 reboot of the series. It was developed by EA DICE, in collaboration with Criterion Games and Motive Studios, and published by Electronic Arts. The game was released worldwide on November 17, 2017, for the PlayStation 4, Xbox One, and Microsoft Windows. It features both single-player and multiplayer game modes, including a story-driven campaign, set in between the films Return of the Jedi and The Force Awakens, which depicts the climax of the Galactic Civil War and the Galactic Empire's downfall from the perspective of Imperial commander-turned-New Republic soldier Iden Versio."
Tom Clancy's The Division,PS4,Ubisoft,2016,3,8,4370000,1490000,2040000,160000,690000,0,1,1,1,"Shooter, Modern, Action, Third-Person, Tactical, Arcade",N/A,80,70,77,65,N/A,90,80,70,80,80,67,N/A,#VALUE!,"Tom Clancy's The Division is an online-only action role-playing video game developed by Massive Entertainment and published in 2016 by Ubisoft, for Microsoft Windows, PlayStation 4 and Xbox One. It is set in a near future New York City in the aftermath of a viral pandemic; the player, a Special Agent of the Strategic Homeland Division, is tasked with helping the group rebuild its operations in Manhattan, investigate the nature of the outbreak, and combat criminal activity in its wake."
Tom Clancy's Rainbow Six: Siege,PS4,Ubisoft,2015,12,1,4360000,1290000,2060000,360000,640000,0,1,1,1,"Modern, Action, Shooter, First-Person, Tactical",N/A,73,73,89,80,N/A,N/A,70,80,100,70,85,N/A,#VALUE!,"Tom Clancy's Rainbow Six Siege is an online tactical shooter video game developed by Ubisoft Montreal and published by Ubisoft. It was released worldwide for Microsoft Windows, PlayStation 4, and Xbox One on December 1, 2015; the game was also released for PlayStation 5 and Xbox Series X/S exactly five years later on December 1, 2020. The game puts heavy emphasis on environmental destruction and cooperation between players. Each player assumes control of an attacker or a defender in different gameplay modes such as rescuing a hostage, defusing a bomb, and taking control of an objective within a room. "
Watch Dogs,PS4,Ubisoft,2014,5,27,4320000,1400000,2130000,110000,680000,0,1,1,1,"Modern, Action Adventure, General, Open-World",N/A,80,64,73,80,N/A,N/A,85,N/A,80,80,84,N/A,#VALUE!,"Watch Dogs is a 2014 action-adventure game developed by Ubisoft Montreal and published by Ubisoft. It is the first installment in the Watch Dogs series. The game is played from a third-person perspective, and its world is navigated on foot or by vehicle. Set within a fictionalized version of the Chicagoland area in 2013, the single-player story follows grey hat hacker and vigilante Aiden Pearce's quest for revenge after the killing of his niece. An online multiplayer mode allows up to eight players to engage in cooperative and competitive gameplay. "
Call of Duty: Ghosts,PS4,Activision,2013,11,15,4170000,1790000,1640000,50000,690000,0,1,1,1,"Action, Shooter, First-Person, Modern, Arcade",75,78,40,77,50,70,75,80,N/A,80,80,88,N/A,#VALUE!,"Call of Duty: Ghosts is a 2013 first-person shooter video game developed by Infinity Ward and published by Activision, it is the tenth major installment in the Call of Duty series and the sixth developed by Infinity Ward. It was released for Microsoft Windows, PlayStation 3, Xbox 360, and Wii U on November 5, 2013. The game was released with the launch of the PlayStation 4 and Xbox One. "
Assassin's Creed: Unity,PS4,Ubisoft,2014,11,11,4140000,1250000,2160000,90000,650000,0,1,1,1,"Action Adventure, Historic, Open-World",N/A,70,54,79,70,N/A,N/A,80,N/A,70,80,78,N/A,#VALUE!,"Assassin's Creed Unity is an action-adventure video game developed by Ubisoft Montreal and published by Ubisoft. It was released in November 2014 for Microsoft Windows, PlayStation 4 and Xbox One. The game was released for Stadia in December 2020. It is the eighth major installment in the Assassin's Creed series, and the successor to 2013's Assassin's Creed IV: Black Flag. It also has ties to Assassin's Creed Rogue which was released for the previous generation consoles, the PlayStation 3 and Xbox 360 on the same date. "
Destiny 2,PS4,Activision,2017,9,6,4140000,1920000,1440000,100000,690000,0,1,1,1,"Action, Shooter, First-Person, Arcade",N/A,85,50,82,75,N/A,80,90,90,80,100,85,N/A,#VALUE!,"Destiny 2 is a free-to-play online-only multiplayer first-person shooter video game developed by Bungie. It was originally released as a pay to play game in 2017 for the PlayStation 4, Xbox One, and Microsoft Windows platforms. It became free-to-play, utilizing the games as a service model, under the New Light title on October 1, 2019, followed by the game's release on Stadia the following month, and then the PlayStation 5 and Xbox Series X/S platforms in November 2020. "
Batman: Arkham Knight,PS4,Warner Bros. Interactive,2015,6,23,4110000,1650000,1680000,110000,660000,0,1,1,1,"General, Fantasy, Action Adventure, Open-World",81,87,79,67,70,80,N/A,95,N/A,70,80,92,N/A,#VALUE!,"Batman: Arkham Knight is a 2015 action-adventure game developed by Rocksteady Studios and published by Warner Bros. Interactive Entertainment. Based on the DC Comics superhero Batman, it is the successor to the 2013 video game Batman: Arkham Origins, and the fourth main installment in the Batman: Arkham series. "
Assassin's Creed Origins,PS4,Ubisoft,2017,10,27,4060000,1220000,2110000,110000,630000,0,1,1,1,"Action Adventure, Historic, Open-World",N/A,81,72,82,80,N/A,N/A,85,N/A,70,100,90,N/A,#VALUE!,Assassin's Creed Origins is a 2017 action-adventure video game developed and published by Ubisoft. It is the tenth major installment in the Assassin's Creed series and the successor to 2015's Assassin's Creed Syndicate. 
Far Cry 4,PS4,Ubisoft,2014,11,18,4060000,1180000,2140000,110000,630000,0,1,1,1,"Action, Shooter, First-Person, Modern, Arcade",84,85,77,70,90,N/A,80,87.5,80,N/A,80,85,N/A,#VALUE!,"Far Cry 4 is a 2014 first-person shooter game developed by Ubisoft Montreal and published by Ubisoft. It is the successor to the 2012 video game Far Cry 3, and the fourth main installment in the Far Cry series. The game takes place in Kyrat, a fictional Himalayan country. The main story follows Ajay Ghale, a young Kyrati-American, as he is caught in a civil war involving Kyrat's Royal Army, controlled by tyrannical king Pagan Min, and a rebel movement called the Golden Path. Gameplay focuses on combat and exploration; players battle enemy soldiers and dangerous wildlife using a wide array of weapons. The game features many elements found in role-playing games, such as a branching storyline and side quests. The game also features a map editor and both cooperative and competitive multiplayer modes. "
Monster Hunter: World,PS4,Capcom,2018,1,26,4000000,N/A,N/A,N/A,N/A,0,1,1,1,"Role-Playing, Action RPG",93,90,77,88,90,90,90,95,N/A,80,100,95,39,97.5,"Monster Hunter: World[a] is an action role-playing game developed and published by Capcom and the fifth mainline installment in the Monster Hunter series. It was released worldwide for PlayStation 4 and Xbox One in January 2018, with a Microsoft Windows version following in August 2018. In the game, the player takes the role of a Hunter, tasked to hunt down and either kill or trap monsters that roam in one of several environmental spaces.  "
The Last of Us Part II,PS4,Sony Interactive Entertainment	,2020,6,19,4000000,N/A,N/A,N/A,N/A,0,1,0,0,"General, Action Adventure, Survival",70,93,57,94,85,N/A,N/A,100,70,80,100,100,N/A,#VALUE!,"The Last of Us Part II is a 2020 action-adventure game developed by Naughty Dog and published by Sony Interactive Entertainment for the PlayStation 4. Set five years after The Last of Us (2013), the game focuses on two playable characters in a post-apocalyptic United States whose lives intertwine: Ellie, who sets out for revenge after suffering a tragedy, and Abby, a soldier who becomes involved in a conflict between her militia and a religious cult. The game is played from the third-person perspective and allows the player to fight human enemies and cannibalistic zombie-like creatures with firearms, improvised weapons, and stealth. "
NBA 2K16,PS4,2K Sports	,2015,9,29,3980000,2560000,660000,50000,710000,0,1,1,1,"Arcade, Sports, Basketball",87,87,67,85,N/A,N/A,90,90,80,80,90,90,N/A,#VALUE!,"NBA 2K16 is a basketball simulation video game developed by Visual Concepts and published by 2K Sports. It is the 17th installment in the NBA 2K franchise and the successor to NBA 2K15. It was released on September 29, 2015 for Microsoft Windows, Xbox One, Xbox 360, PlayStation 4, and PlayStation 3. A mobile version for Android and iOS was released on October 14, 2015. There are three different covers for the main game, one featuring Anthony Davis of the New Orleans Pelicans, another featuring Stephen Curry of the Golden State Warriors, and the last featuring James Harden of the Houston Rockets."
Far Cry 5,PS4,Ubisoft,2018,3,27,3950000,1440000,1730000,150000,620000,0,1,1,1,"Action, Shooter, First-Person, Arcade",79,81,68,70,75,60,75,75,70,90,80,89,N/A,#VALUE!,"Far Cry 5 is a 2018 first-person shooter game developed by Ubisoft Montreal and Ubisoft Toronto and published by Ubisoft. It is the fifth main installment in the Far Cry series.The game takes place in Hope County, a fictional region of Montana, United States. "
Battlefield 4,PS4,Electronic Arts,2013,11,15,3940000,1400000,1740000,190000,620000,0,1,1,1,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",83,85,71,81,N/A,N/A,N/A,N/A,N/A,80,N/A,85,N/A,#VALUE!,"Battlefield 4 is a first-person shooter video game developed by video game developer EA DICE and published by Electronic Arts. It is a sequel to 2011's Battlefield 3, with the story taking place six years later during the fictional ""War of 2020"". The title was first released in October 2013 for Microsoft Windows, PlayStation 3, and Xbox 360; then later in November for PlayStation 4 and Xbox One. "
Cyberpunk 2077,PS4,CD Projekt Red Studio,2020,11,19,3840000,N/A,N/A,N/A,N/A,0,1,1,1,"Role-Playing, Action RPG",85,57,36,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,N/A,#VALUE!,"Cyberpunk 2077 is an action role-playing video game developed and published by CD Projekt. The story takes place in Night City, an open world set in the Cyberpunk universe. Players assume the first-person perspective of a customisable mercenary known as V, who can acquire skills in hacking and machinery with options for melee and ranged combat. "
Resident Evil VII: Biohazard,PS4,Capcom,2017,1,24,3830000,N/A,N/A,N/A,N/A,0,1,1,1,"Action Adventure, Survival",86,86,80,87,100,N/A,95,85,N/A,80,90,77,N/A,#VALUE!,"Resident Evil 7: Biohazard is a 2017 survival horror game developed and published by Capcom. A major installment in the Resident Evil series, Resident Evil 7 diverges from the more action-oriented Resident Evil 5 and Resident Evil 6, returning to the franchise's survival horror roots, emphasizing exploration. The player controls Ethan Winters as he searches for his long-missing wife in a derelict plantation occupied by an infected family, solving puzzles and fighting enemies. It is the first main series game to use a first-person view"
